"FOLIO","TIPO SERVICIO","ESTATUS","ZONA","FECHA SERVICIO","OPERADOR","TECNICO","COMPAÑIA","TIENDA","MARCA","MODELO","NUMERO DE SERIE","COMENTARIOS","COMENTARIOS","COMENTARIOS"
"200506","Icon","Terminada","Local","2020-02-20","cristina","ISMAEL AMBROSIO","liverpool","lindavista - 83","proform","PFEL03916","MM231R0305597","","llamar 1 hora antes de ir / horario de 10 a 5",""
"200505","Icon","Terminada","Local","2020-02-20","jessica.yanez","DAVID.","liverpool","parque delta - 81","nordic track","NTEL05917","mm530g0304725","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 2 Y 5",""
"200504","Icon","Nueva","Local","2020-03-27","Yuridia.Rivas","VICTOR","liverpool","perisur - 5","proform","PFEL03916","","25/02/2020","llamar 1 hora antes de llegar",""
"200503","Icon","Terminada","Local","2020-02-26","Yuridia.Rivas","RAMIRO","liverpool","perisur - 5","nordic track","NTEL05917","mm840g0807881","21/2","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200502","Icon","Terminada","Local","2020-02-20","jessica","mauricioreyes","liverpool ventas por internet","liverpool ventas por internet","nordic track","NTL17219","MM641H1200039","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200501","Icon","Terminada","Foraneo","2020-02-21","jessica","Martin-Coatzacoalcos","liverpool ventas por internet","liverpool ventas por internet","proform","24850","","","",""
"200500","Icon","Terminada","Foraneo","2020-02-21","jessica","Zacatecas - Luis Olvera","liverpool","zacatecas - 127","nordic track","otro","MM830C0306954","","NTL17919",""
"200499","Icon","Terminada","Foraneo","2020-02-21","jessica","Chetumal- Javier Lazcano","liverpool ventas por internet","liverpool ventas por internet","weslo","WLTL29816","","","",""
"200498","Icon","Nueva","Foraneo","2020-02-21","jessica","Oaxaca - Andrea Silva","sears","oaxaca - 214","proform","PFTL34616","","","",""
"200497","Icon","Terminada","Foraneo","2020-02-21","jessica","Puebla - Jose Luis Cruz","liverpool","serdan puebla - 106","proform","PFTL49616-MX","","","",""
"200496","Icon","Terminada","Local","2020-02-20","jessica","ISMAEL AMBROSIO","liverpool ventas por internet","liverpool ventas por internet","weslo","WLTL29816","MM641H2B00090","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200495","Tecnoservicio","Terminada","Local","2020-02-19","maya","tecnico_ausente","otro","otro","nordic track","otro","831.24995_MX. 0","","VENTA DE TARJETA DE CONTROL $3200 #398080 + ENVIO $200",""
"200494","Icon","Terminada","Foraneo","2020-02-20","jessica","Villahermosa - Hector Ramirez","liverpool","villahermosa altabrisa - 134","nordic track","NTEL05917","MM840G0807939","","",""
"200493","Icon","Espera de refacciones","Local","2020-02-24","jessica","Fernando_Ramirez","sears","sears","proform","PFTL13115","KK200C0307587","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5 / REPARACIÓN",""
"200492","Tecnoservicio","Terminada","Local","2020-02-20","cristina","ROGELIO.O","otro","otro","otro","otro","","","ARMADO $750/ LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5",""
"200491","Tecnoservicio","Terminada","Local","2020-02-24","maya","tecnico_ausente","otro","otro","nordic track","otro","25049.1","","ARISTOTELES #344 PH  POLANCO MIGUEL HIDALGO ENTRE EJERCITO NACIONAL Y HOMERO  / DESARMADO BAJAR 1 PISO TRASLADO Y ARMADO SUBIR 4 PISOS $3800 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"200490","Tecnoservicio","Terminada","Local","2020-02-20","jessica","ROGELIO.O","otro","otro","proform","otro","","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y MTTO $750",""
"200489","Icon","Terminada","Local","2020-02-28","jessica","espera_de_partes","otro","otro","proform","otro","MM031N0003778","","PFEL02917.3",""
"200488","Icon","Nueva","Foraneo","2020-02-21","jessica","Oaxaca - Andrea Silva","marti","oaxaca - 4251","proform","otro","","","PFTL59117",""
"200487","Icon","Terminada","Foraneo","2020-02-20","jessica","Monterrey - Cesar Rodriguez","liverpool","monterrey cumbres - 113","nordic track","25027","","","",""
"200486","Icon","Alerta","Foraneo","2020-03-03","victor","tampico","liverpool","liverpool","nordic track","24860","MM510C0A00983","VERSION 10","",""
"200485","Icon","Terminada","Foraneo","2020-02-20","jessica","Puebla - Jose Luis Cruz","liverpool","serdan puebla - 106","proform","otro","","","PFEL62919",""
"200484","Icon","Terminada","Foraneo","2020-02-19","victor","Morelia - Manuel Parrales","liverpool","liverpool","nordic track","NTEL05917","MM530G0304723","VERSION 3","",""
"200483","Icon","Espera de refacciones","Foraneo","2020-02-19","victor","Oaxaca - Andrea Silva","sears","sears","proform","PFEL55916","MM520G0604658","VERSION 6","",""
"200482","Icon","Terminada","Foraneo","2020-03-04","victor","Guadalajara - Miguel","liverpool","liverpool","nordic track","25027","MM220C0802684","VERSION 8","",""
"200481","Icon","Terminada","Local","2020-02-18","jessica","VICTOR","liverpool","interlomas - 103","nordic track","21918","","","",""
"200480","Icon","Terminada","Foraneo","2020-02-20","jessica","TolucaJuanCarlos","liverpool","toluca - 140","nordic track","NTEL05917","","","",""
"200479","Icon","Terminada","Foraneo","2020-02-20","jessica","TolucaJuanCarlos","liverpool","toluca - 140","nordic track","24860","","","",""
"200478","Icon","Terminada","Foraneo","2020-02-20","jessica","Monterrey - Cesar Rodriguez","liverpool","monterrey valle - 45","nordic track","21918","","","",""
"200477","Icon","Terminada","Foraneo","2020-02-20","jessica","Morelia - Manuel Parrales","liverpool","morelia - 57","nordic track","NTL14216","MM440C0107661","","",""
"200476","Icon","Terminada","Local","2020-02-24","cristina","rojasoscar","sears","nezahualcotl -119","proform","PFTL34616","MM730C0406740","20/02","confirmado entre  10 y 5 llamar  1hr antes de ir",""
"200475","Icon","Terminada","Local","2020-02-20","jessica","GERONIMO","liverpool ventas por internet","liverpool ventas por internet","weslo","WLTL29816","MM641H2B00360.11","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200474","Icon","Nueva","Foraneo","2020-02-20","jessica","Veracruz - Martin Gonzalez","sears","nuevo veracruz - 239","proform","otro","","","PFTL50717",""
"200473","Icon","Nueva","Foraneo","2020-02-20","jessica","Xalapa- Enrique Corona","marti","jalapa las américas - 4197","proform","otro","","","PFTL79117",""
"200472","Tecnoservicio","Espera de refacciones","Local","2020-02-20","susana","ROGELIO.O","otro","otro","nordic track","otro","25015.1","","rev $450  tiene variación de velocidad  
confirmado entre 2 y 5 llamar  1hr antes de ir",""
"200471","Icon","Terminada","Foraneo","2020-02-20","jessica","TolucaJuanCarlos","liverpool ventas por internet","liverpool ventas por internet","nordic track","otro","MM830C0306965","","NTL17919",""
"200470","Icon","Terminada","Foraneo","2020-02-20","jessica","Zacatecas - Luis Olvera","liverpool","zacatecas - 127","proform","PFTL49616-MX","MM940C0305572","","",""
"200469","Icon","Terminada","Foraneo","2020-02-20","jessica","Queretaro - Jorge Martinez","liverpool","liverpool","nordic track","24860","","JURIQUILLA","",""
"200468","Icon","Terminada","Foraneo","2020-02-20","jessica","Zacatecas - Luis Olvera","liverpool","puerto vallarta - 62","proform","PFTL49616-MX","MM730C0302448","el armado de estos equipos se realiza en el CRIT de Guadalupe Zac.","",""
"200467","Icon","Terminada","Foraneo","2020-02-20","jessica","Zacatecas - Luis Olvera","liverpool","puerto vallarta - 62","nordic track","21918","MM341N0000385","","",""
"200466","Icon","Terminada","Local","2020-02-26","jessica","rojasoscar","liverpool","ecatepec - 80","proform","PFTL49616-MX","MM920C0303962","25/2","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200465","Icon","Terminada","Local","2020-02-26","jessica","ISMAEL AMBROSIO","liverpool","ecatepec - 80","proform","PFTL49616-MX","","23/2","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200464","Icon","Terminada","Foraneo","2020-02-20","jessica","Zacatecas - Luis Olvera","liverpool","zacatecas - 127","nordic track","otro","","","NTL17919",""
"200463","Icon","Terminada","Foraneo","2020-02-20","jessica","Leon Guanajuato - Julio","liverpool ventas por internet","liverpool ventas por internet","proform","PFTL49616-MX","MM940C0305554","","",""
"200462","Icon","Terminada","Foraneo","2020-02-20","jessica","amado","liverpool ventas por internet","liverpool ventas por internet","weslo","WLTL29816","MM431H2B00018","","",""
"200461","Icon","Terminada","Foraneo","2020-02-20","jessica","Monterrey - Cesar Rodriguez","liverpool","monterrey valle - 45","nordic track","24055","mm840g0300995","","",""
"200460","Icon","Nueva","Local","2020-02-26","cristina","JUAN.GONZALEZ","sears","perisur -105","proform","PFTL34616","","","confirmado entre  2  y  5 llamar  1hr antes de ir",""
"200459","Icon","Terminada","Foraneo","2020-02-20","jessica","tampico","liverpool","tampico arena - 175","nordic track","24860","MM641H1B00142","","",""
"200458","Icon","Terminada","Foraneo","2020-02-20","jessica","Monterrey - Cesar Rodriguez","liverpool","saltillo - 65","golds gym","ggsy29013","","","",""
"200457","Icon","Terminada","Foraneo","2020-02-20","jessica","Guadalajara - Miguel","liverpool ventas por internet","liverpool ventas por internet","nordic track","otro","MM441R0702592","","24035",""
"200456","Icon","Terminada","Foraneo","2020-02-20","jessica","Zacatecas - Luis Olvera","liverpool","zacatecas - 127","proform","PFEL03916","MM231R0305520","","",""
"200455","Icon","Terminada","Local","2020-02-21","cristina","RAMIRO","liverpool","insurgentes - 2","proform","otro","MM150C0006656","","pftl39519
confirmado entre  12  y  5 llamar  1hr antes de  ir",""
"200454","Icon","Terminada","Local","2020-02-28","jessica","VICTOR","liverpool ventas por internet","liverpool ventas por internet","proform","PFEL03916","mm231r0305500","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 2 Y 5",""
"200453","Icon","Terminada","Foraneo","2020-02-20","jessica","TolucaJuanCarlos","liverpool ventas por internet","liverpool ventas por internet","nordic track","21918","","","",""
"200452","Icon","Nueva","Foraneo","2020-02-20","jessica","Monterrey - Cesar Rodriguez","liverpool ventas por telefono","liverpool ventas por telefono","nordic track","25049","","","",""
"200451","Tecnoservicio","Espera de refacciones","Local","2020-03-10","susana","VICENTE","otro","otro","proform","otro","PFTL60910.0","","ENTREGA Y COLOCACIÓN DE ESTRUCTURA $2400 / PASAR ENTRE 10 Y 1 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"200450","Icon","Terminada","Foraneo","2020-02-20","jessica","Torreon-Guillermo Diaz","liverpool","torreon - 43","nordic track","24860","MM240C0A03834","","",""
"200449","Icon","Nueva","Foraneo","2020-02-20","Yuridia.Rivas","Oaxaca - Andrea Silva","liverpool","f. f. oaxaca - 37 ","proform","PFEL09915","","","",""
"200448","Icon","Terminada","Foraneo","2020-02-20","Yuridia.Rivas","Monterrey - Cesar Rodriguez","liverpool","monterrey cumbres - 113","nordic track","25027","MM940C0805196","","",""
"200447","Tecnoservicio","Cancelada","Local","2020-02-20","victor","VICENTE","otro","otro","otro","otro","","ELIPTICA PROFORM
RTEV $450.00// PARA JUEVES 20/02/2020 ENTRE 9AM Y 6PM // LLAMAR 1 HR ANTES","",""
"200446","Icon","Terminada","Local","2020-02-26","Yuridia.Rivas","ABRAHAM","marti","eureka - 4116","proform","","mm740c0210394","PFTL59117
20/02/2020","llamar 1 hora antes de llegar",""
"200445","Icon","Nueva","Foraneo","2020-02-20","Yuridia.Rivas","Leon Guanajuato - Julio","sears","plaza leon - 211","proform","PFTL60916","","","",""
"200444","Icon","Nueva","Foraneo","2020-02-25","susana","Eduardo","sears","zentralia - 244","proform","PFTL80916","","","",""
"200443","Icon","Nueva","Foraneo","2020-02-21","susana","Eduardo","sears","zentralia - 244","proform","PFTL80916","","","",""
"200442","Tecnoservicio","Nueva","Local","2020-02-20","Yuridia.Rivas","VICENTE","otro","otro","nordic track","","","","mantenimiento $750/ llamar 1 hora antes de llegar",""
"200441","Icon","Nueva","Foraneo","2020-02-20","jessica","Guadalajara-Zamaniego","liverpool","oblatos - 135","nordic track","NTEL05917","","","",""
"200440","Icon","Espera de refacciones","Foraneo","2020-02-28","jessica","ESPERA_DE_PARTES","liverpool","liverpool","proform","otro","MM840G0102561","","pfel62919",""
"200439","Icon","Espera de refacciones","Foraneo","2020-02-28","jessica","ESPERA_DE_PARTES","liverpool","liverpool","nordic track","25027","MM940C0805157","","",""
"200438","Icon","Espera de refacciones","Local","2020-02-28","jessica","espera_de_partes","sams","sams","proform","otro","MM420C0308767","","PFTL40917",""
"200437","Icon","Terminada","Local","2020-02-29","Yuridia.Rivas","Miguel.Pescador","liverpool","toreo - 199","nordic track","24860","mm240c0c0a03827","cliente solo puede los fines de semana
20/02/2020","llamar 1 hora antes de llegar",""
"200436","Icon","Terminada","Local","2020-02-26","jessica","mauricioreyes","marti","pabellon polanco - 4108","proform","otro","MM821N0100562","20/02/2020","PFEL04817/ llamar 1 hora antes de llegar",""
"200435","Icon","Nueva","Foraneo","2020-02-20","jessica","Aguascaliente- Jose Gomez","liverpool","aguascalientes - 86","proform","otro","","","pftl39519",""
"200434","Icon","Terminada","Local","2020-02-26","Yuridia.Rivas","Miguel.Pescador","marti","eureka - 4116","proform","","","20/2","pftl79117/ confirmado / llamar 1hr antes de ir / entre 10 y 5",""
"200433","Icon","Nueva","Foraneo","2020-02-20","jessica","Aguascaliente- Jose Gomez","liverpool","aguascalientes - 86","proform","otro","","","pftl39519/ armado en tienda",""
"200432","Icon","Terminada","Local","2020-02-26","cristina","ISAIT","liverpool","satelite - 4","proform","PFEL03916","mm231r0305562","20/02/2020","llamar 1 hora antes de llegar",""
"200431","Icon","Terminada","Local","2020-02-19","jessica","ROGELIO.O","liverpool ventas por internet","liverpool ventas por internet","nordic track","otro","MM430C0301880","","NTL17919/ confirmado / entre 10 y 5 / llamar 1hr antes de ir",""
"200430","Icon","Terminada","Local","2020-02-25","cristina","VICTOR","liverpool","ecatepec - 80","nordic track","24860","","","",""
"200429","Icon","Terminada","Foraneo","2020-02-20","jessica","Hermosillo-Francisco Jimenez","sears","hermosillo - 209","proform","PFTL34616","MM820C0210925","","",""
"200428","Icon","Terminada","Foraneo","2020-02-20","cristina","TolucaJuanCarlos","liverpool","toluca - 140","nordic track","23907","MM840G0807766","","",""
"200427","Icon","Terminada","Local","2020-02-20","jessica","CARLOS","sears","chimalhuacan - 256","proform","PFTL60916","MM930C0500080","20/2","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200426","Icon","Terminada","Foraneo","2020-02-20","cristina","Irapuato - Sergio Hernandez","liverpool","liverpool","golds gym","ggsy29013","MM540T1011205","454 GTO","",""
"200425","Icon","Terminada","Local","2020-02-19","jessica","RAMIRO","liverpool ventas por internet","liverpool ventas por internet","nordic track","","MM640C0017290","","24885/ CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200424","Icon","Terminada","Foraneo","2020-02-20","victor","Culiacan-Arturo Lopez","sears","culiacan - 212","proform","otro","MM340C0203314","pftl50717","",""
"200423","Icon","Terminada","Foraneo","2020-02-28","jessica","ESPERA_DE_PARTES","liverpool","liverpool","proform","otro","MM840G0102329","","PFEL62919",""
"200422","Tecnoservicio","Cancelada","Local","2020-02-21","maya","tecnico_ausente","otro","otro","otro","otro","PFTL60913.0","","IMPORTANTE LLAMAR 1HR ANTES DE IR / DESARMADO MOVER SUBIR 3 PISOS Y ARMADO CON MTTO  $2600",""
"200421","Icon","Terminada","Local","2020-02-26","jessica","gustavo","sears","santa fe - 7","proform","PFTL60916","MM930C0500070","20/02/2020","llamar 1 hora antes de llegar",""
"200420","Icon","Terminada","Local","2020-02-25","cristina","RAMIRO","liverpool","coapa - 6","proform","PFTL49616-MX","mm940c0305434","20/02","confirmado entre  10 y  5 llamar 1hr antes de ir",""
"200419","Icon","Nueva","Foraneo","2020-02-20","victor","Aguascaliente- Jose Gomez","sears","aguascalientes plaza altaira - 231","proform","PFTL60916","","","armado entienda para cliente",""
"200418","Icon","Terminada","Local","2020-02-22","cristina","gustavo","liverpool","santa fe - 7","proform","otro","MM150C0006702","","PFTL39519
confirmado entre  9 y  11 llamar  1hr antes de ir",""
"200417","Icon","Terminada","Local","2020-02-28","jessica.yanez","GERONIMO","liverpool","satelite - 4","weslo","WLTL29816","MM641H2B0174.11","28/02/2020","llamar 1 hora antes de llegar/ cliente no esta en domicilio entre 1 y 3:30 pm",""
"200416","Icon","Terminada","Foraneo","2020-02-20","Yuridia.Rivas","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","nordic track","NTRW59147","MM231R0100140","","",""
"200415","Icon","Terminada","Foraneo","2020-02-20","Yuridia.Rivas","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","proform","PFEL03916","MM231R0305471","","",""
"200414","Icon","Terminada","Local","2020-02-26","Yuridia.Rivas","JUAN.GONZALEZ","liverpool","insurgentes - 2","proform","24850","KK710C0002631","20/02","llamar 1 hora antes de ir / horario de 10 a 2",""
"200413","Tecnoservicio","Terminada","Local","2020-02-19","cristina","VICENTE","otro","otro","otro","","","","ARMADO  $750/ LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5",""
"200412","Tecnoservicio","Terminada","Local","2020-02-18","jessica","tecnico_ausente","otro","otro","proform","PFTL49616-MX","",".4
347877","venta de llave de encendido $390+ envio $200= $590",""
"200411","Icon","Terminada","Local","2020-02-27","Yuridia.Rivas","rojasoscar","liverpool","coapa - 6","nordic track","NTRW5914","MM231R0100071","25/02/2020","llamar 1 hora antes de llegar",""
"200410","Tecnoservicio","Cancelada","Local","2020-02-19","victor","ROGELIO.O","otro","otro","otro","otro","","ARMADO DE EQUIPO
COSTO $750.00 PARA MIERCOLES 19/02/2020 ENTRE 10AM Y 5PM//LLAMAR 1 HR ANTES","",""
"200409","Icon","Terminada","Foraneo","2020-02-20","Yuridia.Rivas","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","nordic track","24860","MM641H1B00280","","",""
"200408","eComerce","Terminada","Local","2020-02-18","cristina","VICTOR","otro","otro","otro","otro","","Venta #2329735610 | 18 de febrero de 2020 11:36 hs.","Lubricante Para Caminadoras Lubrigym 1 Pieza 385 Ml $ 210 + Envío por Mercado Envíos
$ 45",""
"200407","Icon","Terminada","Local","2020-02-26","cristina","VICTOR","liverpool","coapa - 6","nordic track","otro","","","NTL29019",""
"200406","Icon","Terminada","Foraneo","2020-02-20","victor","Villahermosa - Hector Ramirez","liverpool","villahermosa - 21","proform","otro","MM150C0006917","PFTL39519","",""
"200405","Icon","Terminada","Local","2020-02-19","Yuridia.Rivas","GERONIMO","sears","villacoapa - 107","proform","PFTL34616","MM730C0406660.4","","llamar 1 hora antes de llegar",""
"200404","Icon","Nueva","Foraneo","2020-02-23","jessica.yanez","Oaxaca - Andrea Silva","sears","oaxaca - 214","proform","PFTL49616-MX","","","",""
"200403","Tecnoservicio","Terminada","Local","2020-02-21","cristina","ROGELIO.O","otro","otro","otro","otro","PFEL55916.0 / 520E","","PFEL55916 Presenta un ruido en la elíptica cuando uno hace el ejercicio.  REV $450 si se corrige con mantenimiento hacerlo y cobrar $750",""
"200402","Tecnoservicio","Espera de refacciones","Local","2020-02-28","jessica","VICENTE","otro","otro","weslo","otro","PROFORM 720 / PFTL7902.0","","RECOLECCIÓN DE TABLA / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"200401","Icon","Terminada","Local","2020-02-24","jessica","Fernando_Ramirez","liverpool","liverpool","nordic track","","MM330G0301297","","24035/ LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5 / CONFIRMADO",""
"200400","Icon","Espera de refacciones","Local","2020-02-21","jessica","JAVIER","liverpool","liverpool","proform","PFTL49616-MX","mm610c0300935","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200399","Icon","Terminada","Local","2020-02-25","jessica","JAVIER","sears","sears","golds gym","otro","KK030G0504622","","GGEL62816/ pasar despues de las 3:00/ llamar 1hr antes de ir / confirmado",""
"200398","Tecnoservicio","Terminada","Local","2020-02-27","cristina","RICARDO HDZ","otro","otro","otro","otro","","","MTTO $750 C/U  BICICLETA Y  ELIPTICA GOLS GYM",""
"200397","Icon","Terminada","Foraneo","2020-02-21","susana","amado","liverpool","pachuca - 48","nordic track","otro","MM830C0306920","","ntl17919",""
"200396","Icon","Nueva","Foraneo","2020-02-20","Yuridia.Rivas","tampico","liverpool","tampico arena - 175","proform","","","pftl39519","",""
"200395","Icon","Nueva","Foraneo","2020-02-20","cristina","Chetumal- Javier Lazcano","liverpool","cancun - 75","proform","PFTL49616-MX","","","",""
"200394","Icon","Terminada","Local","2020-02-26","cristina","JUAN.GONZALEZ","sears","insurgentes - 101","proform","PFTL34616","MM541H2120112","20/02","llamar 1 hora antes de ir / horario de 10 a 5",""
"200393","Icon","Terminada","Foraneo","2020-02-20","jessica","amado","sears","pachuca plaza q  - 233","proform","PFTL80916","MM730C0407925","","ARMADO EN TIENDA",""
"200392","Icon","Terminada","Foraneo","2020-02-20","Yuridia.Rivas","Morelia - Manuel Parrales","sears","morelia las americas - 236","proform","PFEL55916","MM520G0604613","Armado en tienda","",""
"200391","eComerce","Terminada","Local","2020-02-18","cristina","tecnico_ausente","otro","otro","otro","otro","","Lun. 17 de febrero de 2020 22:12 CST 701-1952689-7115430
 paquete express  $ 420.11","ELIPTICA PRO-FORM 225 CSE 8  $6750.00   PFEL02915",""
"200390","Tecnoservicio","Terminada","Local","2020-02-19","victor","VICENTE","otro","otro","otro","otro","24924","CAM NORDICTRACK
SOLO MANTENIMIENTO $750.00// PARA MIERCOLES 1902/2020 ENTRE 9AM Y 6PM//LLAMAR 1 HR ANTES","",""
"200389","Icon","Terminada","Foraneo","2020-02-20","jessica","Chetumal- Javier Lazcano","liverpool","cancun - 75","proform","","","","PFTL39519",""
"200388","eComerce","Nueva","Local","2020-02-18","cristina","tecnico_ausente","otro","otro","otro","otro","","dom. 16 de febrero de 2020 11:23 CST  702-4219883-9877806","Nordictrack Bicicleta de Spinning   $7990.00  NTEX03917",""
"200387","Icon","Terminada","Local","2020-02-27","cristina","ABRAHAM","liverpool","perisur - 5","proform","PFTL49616-MX","mm440c0301549","26/02/2020","llamar 1 hora antes de llegar",""
"200386","Icon","Terminada","Local","2020-02-27","cristina","ABRAHAM","liverpool","perisur - 5","proform","PFEL09915","mm940g0401665","26/02/2020","llamar 1 hora antes de llegar",""
"200385","Icon","Terminada","Local","2020-02-27","cristina","RAMIRO","liverpool","perisur - 5","proform","PFTL49616-MX","mm940c0305513","25/02/2020","llamar 1 hora antes de llegar",""
"200384","Icon","Terminada","Foraneo","2020-02-21","susana","Guadalajara-Zamaniego","liverpool","guadalajara - 78","nordic track","NTRW59147","Mm231r0100621","","",""
"200383","eComerce","Terminada","Local","2020-02-18","cristina","tecnico_ausente","otro","otro","otro","otro","","lun. 17 de febrero de 2020 19:26 CST 702-8035903-6399406
PAQUETE EXPRESS $400.49","Nordictrack Bicicleta de Spinning   NTEX03917  $7990.00",""
"200382","Tecnoservicio","Terminada","Local","2020-02-19","jessica","VICENTE","otro","otro","nordic track","otro","ntel05609.2","","venta de cilindro $350+ instalacion $450= $800/ llamar 1hr antes de ir / confirmado / entre 10 y 4",""
"200381","eComerce","Terminada","Local","2020-02-18","cristina","tecnico_ausente","otro","otro","otro","otro","","Venta #2329516351 | 18 de febrero de 2020 08:42 hs.","Lubricante Para Caminadoras Lubrigym 1 Pieza 385 Ml  $ 210",""
"200380","Icon","Espera de refacciones","Local","2020-02-28","jessica","espera_de_partes","otro","otro","nordic track","otro","GG831J1000110","","",""
"200379","eComerce","Terminada","Local","2020-02-17","cristina","tecnico_ausente","otro","otro","otro","otro","","Venta #2000000318347768 | 15 de febrero de 2020 22:20 hs","Triciclo Schwinn Original Acabado Fino Personaliza La Placa   $ 2090",""
"200378","Icon","Terminada","Foraneo","2020-02-19","victor","Xalapa- Enrique Corona","liverpool","liverpool","proform","otro","DNH2281026129","MODELO PFEL62919.1","",""
"200377","Icon","Cancelada","Local","2020-02-20","jessica","VICTOR","sears","san angel - 128","proform","PFEL55916","","","",""
"200376","Icon","Nueva","Foraneo","2020-02-20","jessica","San Luis Potosi-Pedro Montiel","liverpool","f. f. san luis potosi - 36","proform","PFTL49616-MX","","","",""
"200375","Icon","Terminada","Local","2020-03-04","susana","ROGELIO.O","fabricas de francia","parque las antenas - 456","proform","otro","MM840G0102518","","pfel62919 / PASAR ENTRE 9 Y 2 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"200374","eComerce","Terminada","Local","2020-02-17","cristina","tecnico_ausente","otro","otro","otro","otro","","lun. 17 de febrero de 2020 12:36 CST 701-1374655-4253023","UNIFITNESS Caminadora 1.25 HP  $7641.00  MX-K6402",""
"200373","Icon","Terminada","Foraneo","2020-02-21","susana","amado","fabricas de francia","parque las antenas - 456","proform","PFTL49616-MX","MM440C0301594","","para confirmar  por mensaje  o watt 7711794957",""
"200372","Icon","Nueva","Foraneo","2020-02-19","jessica","Morelia - Joel Serrano","marti","uruapan - 4278","proform","otro","","","PFTL59117",""
"200371","Icon","Cancelada","Foraneo","2020-02-19","victor","Torreon-Guillermo Diaz","liverpool","torreon - 43","nordic track","21918","","","",""
"200370","Icon","Terminada","Foraneo","2020-02-19","victor","Durango - Carlos Salinas","liverpool","durango - 89","nordic track","24860","MM051H1B00101","","",""
"200369","Icon","Terminada","Foraneo","2020-02-19","victor","Torreon-Guillermo Diaz","liverpool","torreon - 43","nordic track","24860","MMG41H1600221","","",""
"200368","Icon","Terminada","Foraneo","2020-02-19","victor","Torreon-Guillermo Diaz","liverpool","torreon - 43","nordic track","21918","MM341N0000279","","",""
"200367","Tecnoservicio","Nueva","Local","2020-03-09","susana","JAVIER","otro","otro","proform","","PROTEUS ELIPTICA","","ENTREGA Y COLOCOACIÓN DE BANDA $1800 - REV = $ 1350 
confirmado entre  10 y  5 llamar  1hr antes de ir",""
"200366","Icon","Nueva","Foraneo","2020-02-19","jessica","Durango - Carlos Salinas","sears","durango - 306","proform","PFTL80916","","","",""
"200365","Icon","Terminada","Local","2020-02-26","Yuridia.Rivas","CARLOS","sears","paseo de interlomas - 123","proform","PFEL55916","MM340G0600235","27/02","confirmado entre  10 y  5 llamar  1hr antes de ir",""
"200364","Icon","Terminada","Local","2020-02-26","cristina","ABRAHAM","liverpool","tezontle - 87","nordic track","24860","mm051h1b00146","26/02/2020","llamar 1 hora antes de llegar",""
"200363","Icon","Terminada","Local","2020-02-25","cristina","VICTOR","liverpool","tezontle - 87","proform","PFTL49616-MX","","","",""
"200362","Icon","Nueva","Foraneo","2020-02-19","jessica","Tijuana-Isidro Gonzalez","sears","rio - 51 ","proform","PFEX52715","","","",""
"200361","Icon","Terminada","Local","2020-02-24","cristina","CARLOS","liverpool","tezontle - 87","golds gym","ggsy29013","MM540T1011229","24/02","LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5",""
"200360","Icon","Terminada","Local","2020-02-21","cristina","Fernando_Ramirez","liverpool","tezontle - 87","nordic track","21918","MM941N0002639","20/2","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200359","Icon","Nueva","Foraneo","2020-02-21","susana","tampico","liverpool","tampico - 41","proform","otro","","","pftl39519",""
"200358","Icon","Terminada","Local","2020-02-24","cristina","JUAN.GONZALEZ","liverpool","tezontle - 87","nordic track","25027","MM340C0816836","21/02","LLAMAR 1 HORA ANTES DE IR / HORARIO DE   10 A 5",""
"200357","Icon","Nueva","Local","2020-02-20","cristina","VICTOR","liverpool","tezontle - 87","proform","24850","","","",""
