"3656","30/7/2019 17:24:36.014843+00","concluido / no recibí importe ","1801","11"
"3655","30/7/2019 17:16:58.302072+00","cliente comenta que estará regresando la llamada para programar servicio.","1802","11"
"3654","30/7/2019 17:12:29.999012+00","ya llego pieza por parte de fabricante , la misma que estará siendo enviada hoy ","1804","11"
"3653","30/7/2019 17:08:24.952574+00","ya nos llego la pieza , misma que estará siendo enviada el día de hoy.","1805","11"
"3652","30/7/2019 17:07:24.312574+00","ya se l indico a técnico sobre el servicio , estamos pendiente a fecha estimada o reporte .","1808","11"
"3651","30/7/2019 16:56:31.936508+00","CONCLUIDO ","1810","11"
"3650","30/7/2019 16:56:11.389553+00","CONCLUIDO ","1810","11"
"3649","30/7/2019 16:55:45.450554+00","SERVICIO CONCLUIDO ","1803","11"
"3648","30/7/2019 16:44:09.019602+00","confirmado con cliente para hoy / isait llamara 1 hora antes ","1813","11"
"3647","30/7/2019 16:43:03.149197+00","la pieza estará siendo solicitada a fabricante .","1814","11"
"3646","30/7/2019 16:22:11.25469+00","confirmado con cliente para miércoles en horario abierto / llamar 1 hora antes ","1815","11"
"3645","30/7/2019 15:57:25.191688+00","confirmado con cliente para jueves , llamar 1 hora antes .","1817","11"
"3644","30/7/2019 14:40:52.898973+00","CONCLUIDO","1772","11"
"3643","30/7/2019 14:40:19.76984+00","CONCLUIDO","1756","11"
"3642","29/7/2019 22:39:11.624722+00","SE CIERRA ORDEN YA QUE EL 1ER NUMERO ESTA MAL Y 2DO NO RESPONDE SE INTENTO LLAMAR VARIAS VECES ","1718","11"
"3641","29/7/2019 22:21:35.868198+00","concluido ","1696","11"
"3640","29/7/2019 21:18:31.403587+00","CONCLUIDO ","1743","11"
"3639","29/7/2019 21:17:25.512483+00","CONCLUIDO ","1702","11"
"3638","29/7/2019 20:25:34.916601+00","CONCLUIDO ","1792","11"
"3637","29/7/2019 20:02:10.274879+00","Se coloca cable y se cobran 1130pesos, se armó correctamente","1803","63"
"3636","29/7/2019 20:01:06.09334+00","Se cobran 470 pesos  de revisión, se le informa que estas máquinas no traen motor y son impulsadas por el usuario, la persona que la usa es alta y también se informa que tienen que lubricar y calzarla para que la banda no se recorra ","1810","63"
"3635","29/7/2019 19:29:55.824942+00","concluido ","1747","11"
"3634","29/7/2019 19:19:19.190946+00","concluido ","1763","11"
"3633","29/7/2019 19:18:51.935063+00","concluido ","1773","11"
"3632","29/7/2019 19:18:25.826047+00","servicio concluido ","1783","11"
"3631","29/7/2019 19:17:33.845897+00","servicio concluido ","1783","11"
"3630","29/7/2019 18:56:45.3327+00","tienda realiza cambio físico a cliente / orden concluida ","1786","11"
"3629","29/7/2019 18:35:13.381296+00","ya se reparo el equipo el día 18/06/2019","1555","11"
"3628","29/7/2019 18:29:45.128355+00","CESAR ESTARÁ CONTACTANDO A CLIENTE PARA INDICAR FECHA Y HORA DE VISITA . QUEDAMOS PENDIENTES A LA INFORMACIÓN ","1816","11"
"3627","29/7/2019 17:49:54.902342+00","confirmado para miércoles , cliente pide que se le llame 1 hora antes de llegar y que sea lo más temprano posible.","1812","11"
"3626","27/7/2019 17:52:28.288804+00","CLIENTE COMENTA QUE YA DESARMO EL EQUIPO , ESTARÁ MANDANDO FOTOGRAFÍAS Y VIDEO SOBRE LA PIEZA DAÑADA","1814","11"
"3625","25/7/2019 17:26:06.705782+00","Equipo arreglado y trabajando con especificaciones del fabricante gracias","1793","47"
"3624","25/7/2019 16:00:03.65447+00","cliente viene por la pieza 24/07/2019","1809","11"
"3623","25/7/2019 15:59:08.832626+00","se entregan piezas a cliente ","1288","11"
"3622","25/7/2019 13:29:43.031361+00","Cable no se coloca ya que el que necesita en el que va en brazos (mariposa) no se cobra nada ","1803","63"
"3621","25/7/2019 13:29:01.963081+00","Se coloca banda y llave de encendido, se cobran 3920 pesos ","1801","63"
"3620","25/7/2019 03:44:22.300085+00","Cliente canselo servicio me indico clara que cancelo servicio ","1802","52"
"3619","24/7/2019 21:28:34.698721+00","cliente llama para cancelar servicio ","1802","11"
"3618","24/7/2019 14:57:11.375479+00","lo lleva técnico Javier ","1800","11"
"3617","23/7/2019 13:28:12.413508+00","Se coloca pieza faltante ,se cobran 670pesos ","1792","63"
"3616","22/7/2019 23:13:58.623428+00","SE MANDA CORREO A EUGENIO PARA PROPORCIONAR LA PIEZA ","1803","11"
"3615","22/7/2019 22:50:41.317721+00","cliente regreso el equipo a tienda / orden cerrada ","1737","11"
"3614","22/7/2019 22:47:27.419751+00","ya se marco a cliente para notificar sobre las poleas , comenta que estará pasando el día miércoles .","1288","11"
"3613","22/7/2019 19:10:01.846197+00","JUNTO A LA CASETA DE VIGILANCIA  / PROFORM 590 / REPARACIÓN $2980 / LLEVAR BANDA DE PISO MEDIDAS 263*45","1785","11"
"3612","22/7/2019 17:10:15.793518+00","costo de banda $2980","1785","11"
"3611","22/7/2019 16:46:28.912856+00","servicio pagado ","1182","11"
"3610","22/7/2019 16:21:01.652027+00","cliente manda correo , adjunta fotografías de una peiza dañada , la pieza ya fue solicitada a fabricante el día 9 de julio , quedamos en espera de la misma .","1599","11"
"3609","22/7/2019 04:37:17.386706+00","Se checo bicicleta se rompio polea de pedales y banda cambiar las mismas no viene número de parte pero es la bace de donde corre la banda y se rompió banda también cambiar polea y banda ","1799","52"
"3608","19/7/2019 18:11:58.604359+00","VISITA PAGADA ","1623","11"
"3607","19/7/2019 17:27:31.861009+00","SERVICIO PAGADO ","1579","11"
"3606","19/7/2019 17:27:11.479848+00","LA PIEZA SE ESTARÁ MANDANDO EL DÍA DE HOY , POSTERIORMENTE SE COMPARTIRÁ GUÍA ","1500","11"
"3605","19/7/2019 17:17:58.248357+00","PAGADO","1359","11"
"3604","19/7/2019 16:50:53.9035+00","SE LLAMA A CLIENTE YA QUE EL CORREO QUE PROPORCIONO ES INCORRECTO PERO MANDA A BUZON ","1749","11"
"3603","19/7/2019 16:11:55.747396+00","SERVICIO DE REVISIÓN PAGADO ","1749","11"
"3602","19/7/2019 16:10:51.979811+00","PAGADO ","1696","11"
"3601","19/7/2019 15:55:55.957323+00","A TÉCNICO","1593","11"
"3600","19/7/2019 15:55:44.125701+00","SERVICIO PAGADO ","1593","11"
"3599","19/7/2019 15:54:40.255656+00","PAGADO ","1572","11"
"3598","19/7/2019 15:50:59.165126+00","PAGADO ","1431","11"
"3597","19/7/2019 15:50:24.579934+00","PAGADO ","922","11"
"3596","19/7/2019 15:49:46.869253+00","PAGADO","844","11"
"3595","19/7/2019 15:48:43.257885+00","PAGADO ","841","11"
"3594","19/7/2019 04:39:44.995692+00","Se realizó el 18-07-19, revisión y reparación de caminadora, se ajusto banda de piso y banda de motor, recibió, reviso y probo sra. Rosa María Arenas Balderas firmando de conformidad.","1752","37"
"3593","18/7/2019 22:54:42.843737+00","nECESARIO EL GERENTE DE TIENDA MANDE CORREO PARA PADIR SOPORTE TÉCNICO

NO ENVIAR NADA","1682","9"
"3592","18/7/2019 22:21:29.297597+00","se  le notifica a técnico para que nos apoye a dar seguimiento correspondiente a el servicio... quedamos en espera de fecha de visita.","1796","11"
"3591","17/7/2019 22:21:50.001083+00","Se cierra orden

Cliente no respondió a los mensajes y llamadas,","1657","9"
"3590","17/7/2019 22:17:19.948449+00","Cliente:     Confirmo de recibida la pieza y equipo funcionando correctamente","1731","9"
"3589","17/7/2019 22:13:55.142143+00","PAGADO","742","11"
"3588","17/7/2019 22:12:17.572391+00","PAGADO","730","11"
"3587","17/7/2019 21:20:48.22016+00","cotizar","1744","9"
"3586","17/7/2019 21:20:40.155771+00","Dañado apagador y tarjeta de control","1744","9"
"3585","17/7/2019 21:20:06.238687+00","263 * 45","1785","9"
"3584","17/7/2019 21:19:58.258247+00","Mal banda de piso","1785","9"
"3583","17/7/2019 20:42:57.248016+00","PAGADO ","1496","11"
"3582","17/7/2019 20:41:47.48236+00","SE PAGO $250 / SE DEBEN OTROS $250 YA QUE FUERON 2 EQUIPOS ","1522","11"
"3581","17/7/2019 20:41:19.096268+00","PAGADO ","1522","11"
"3580","17/7/2019 20:13:01.888404+00","SERVICIO PAGADO ","1231","11"
"3579","17/7/2019 20:12:18.757152+00","SERVICIO PAGADOO","1285","11"
"3578","17/7/2019 20:11:56.004068+00","SERVICIO DE REVISIÓN PAGADA ","1315","11"
"3577","17/7/2019 19:31:48.894417+00","JAIME , BUENA TARDE. 

POR FAVOR DEPOSITAR A LA CUENTA DE SALVADOR GARNICA TRUJANO SOLO EL IMPORTE DE $610  YA QUE LOS $180 SON PARA EL PAGO DE TU SERVICIO .. SALUDOS.","1791","11"
"3576","17/7/2019 19:25:21.354494+00","SERVICIO PAGADO EL DÍA. 23/04/2019","1529","11"
"3575","17/7/2019 19:10:45.089658+00","2da visita de reparación pagada el 15 de junio / servicio concluido ","1510","11"
"3574","17/7/2019 18:43:23.632786+00","Recibo $470.00","1753","12"
"3573","17/7/2019 18:43:03.755713+00","Recibo $780.00","1792","12"
"3572","17/7/2019 18:42:29.239511+00","Recibo $570.00","1747","12"
"3571","17/7/2019 18:42:05.92333+00","Recibo $570.00","1783","12"
"3570","17/7/2019 18:41:40.834205+00","Recibo $670.00","1773","12"
"3569","17/7/2019 18:41:09.329384+00","Recibo $570.00
","1763","12"
"3568","17/7/2019 14:33:45.584268+00","por favor mencionar el día pactado con el cliente y horario aproximado.","1796","9"
"3567","17/7/2019 14:31:04.377073+00","YA QUEDO LISTO ESTE SERVICIO SALUDOS","1729","62"
"3566","17/7/2019 14:17:56.076702+00","Referente a este servicio se tiene solicitado la pieza # 10 la multiplicadora donde trabaja la banda","1500","44"
"3565","17/7/2019 14:14:57.493773+00","Ferefente a este servicio se tiene solicito el motor","1240","44"
"3564","17/7/2019 13:43:12.234019+00","cambiar polea de pedales, esta rota y se salio la banda de tensión ","1794","63"
"3563","17/7/2019 13:42:03.351257+00","armado de mtdp6001   falta la pieza 23, se deja tornilleria para la misma a cliente, se cobran 780 pesos de armado ","1792","63"
"3562","17/7/2019 11:55:43.538937+00","SE LE HA ESTADO MARCANDO A CLIENTE Y NO CONTESTA, EL VIERNES 12-07-19 SE LE DEJO MJ. DE TEXTO A LAS 13:15. EL 16-07-19 SE LE VOLVIO A MARCAR A LAS 11:11 Y NUEVAMENTE NO CONTESTO Y SE LE VOLVIO A DEJAR MJ DE TEXTO.","1657","37"
"3561","15/7/2019 22:02:23.282326+00","se reprogra servicio para mañana ","1792","11"
"3560","15/7/2019 18:18:41.150503+00","EL SERVICIO YA FUE REALIZADO ","1662","11"
"3559","15/7/2019 17:02:23.537364+00","Rastreo Estafeta: 0487667445 / ","1731","11"
"3558","15/7/2019 15:06:49.264803+00","el servicio esta programado para el día de hoy / Por favor apoyarme a subir el reporte aquí en el sistema. ","1791","11"
"3557","15/7/2019 14:17:24.944179+00","Eric , por favor el apoyo para programar servicio de reparación . cliente ya cuenta con la pieza .","1729","11"
"3556","13/7/2019 16:20:01.391606+00","Se realizó el 12-07-19. Mantenimiento de elíptica. Recibió, reviso y probo sr. Constantino Alcalá firmando de conformidad.","1770","37"
"3555","12/7/2019 17:29:30.134464+00","CLIENTE LLAMA PARA INDICAR QUE EL TÉCNICO DIO UN EXCELENTE SERVICIO ","1783","11"
"3554","12/7/2019 15:26:12.11992+00","cambiar polea de banda, llego rota, cliente revisara en tienda ya que quiere cambio fisico puesto que tiene 2 semanas que la compro ","1786","63"
"3553","12/7/2019 15:24:08.538829+00","se arma equipo, se le informa que tienen que poner pilas, se cobran $ 570 de armado ","1783","63"
"3552","12/7/2019 15:22:52.826747+00","no se arma equipo, se tiene que subir 2 pisos, se le mandan fotos a clara y se le explica la situacion, cliente muy especial, se le dijo que no se subia equipos y que eso corresponde a ellos, cliente dijo que entonces ellos la suben y ellos la arman, que ya no requieren el servicio. ","1775","63"
"3551","11/7/2019 17:34:50.211477+00","CLIENTE RECIBE PIEZA EL DÍA 10/07/2019","1730","11"
"3550","11/7/2019 17:34:07.008289+00","
Rastreo Estafeta: 0875314028 ","1730","11"
"3549","11/7/2019 15:48:14.113084+00","10/07/19  CON STA FRECHA SE VISITO AL CLIENTE PARA LA RVISION DE CAM, MOD. MTAP-H503B Ns.03245DPHC503B957; LA BANDA ESTABA COMPLETAMNTE CORRIDA OCACIONANDO QUE SE DESGASTARA DE UN LADO , SE CENTRO LA BANDA Y SE DEJO FUNCIONANDO PERO CON UN LADO DESILACHADO","1706","67"
"3548","10/7/2019 20:12:58.52188+00","Entrego $650.00 para deposito a cuenta BAM","1762","12"
"3547","10/7/2019 17:40:27.065646+00","PIEZAS SOLICITADAS ","1636","11"
"3546","10/7/2019 17:37:43.339697+00","PIEZAS SOLICITADAS ","1636","11"
"3545","10/7/2019 15:08:50.017867+00","técnico comenta que si cliente lo recibe hoy estará realizando el servicio , quedamos pendientes a reporte-.","1616","11"
"3544","10/7/2019 15:08:14.424372+00","cliente comenta que va a regresar la llamada ya que no cuenta con el importe ","1593","11"
"3543","10/7/2019 02:10:43.00191+00","Se realizó el 9-07-19, mantenimiento de bicicleta de spinning recibió, reviso y probo equipo sra. Lucía Coronel firmando de conformidad.","1777","37"
"3542","10/7/2019 02:06:40.247203+00","Se realizó el 9-07-19, revisión de caminadora, la banda de piso esta muy gastada ya no sirve, el controlador no funciona bien y el motor de manejo no avanza a la velocidad que debe de ser. Cliente indica que ya no va reparar el equipo puesto que ya tiene al rededor de 10 años.","1776","37"
"3541","10/7/2019 01:59:11.624364+00","Ya se había quedado con cliente de pasar mañana miércoles para darle el servicio, pero hoy mando un mj de texto indicando que tuvieron un problema de salud familiar y que no nos va a poder atender mañana, ella en cuanto pueda recibirnos nos va a contactar para hacer cita.","1752","37"
"3540","9/7/2019 20:41:48.198423+00","LLAMAR MAÑANA PARA QUE NOS CONFIRME EL MODELO DE SU EQUIPO ","1784","11"
"3539","9/7/2019 18:03:06.926902+00","COSTO TOTAL $2400","1593","11"
"3538","9/7/2019 18:02:09.033574+00","$1950 + 450","1593","11"
"3537","9/7/2019 14:31:01.980054+00","El viernes 5 de julio de 2019 se instaló tarjeta de control, quedando funcionando correctamente. Favor de tramitar pago correspondiente","1627","49"
"3536","9/7/2019 02:57:36.526526+00","armado de pftl50915.5  mm510c0511596  se cobran $ 670 ","1773","63"
"3535","8/7/2019 04:16:13.485365+00","Se realizó el 6-07-19, revisión y reparación de caminadora. Motor tenían suelta la cuña del motor de manejo, por eso producía ruido, se colocó bien la cuña y se ajusto bien el motor. Recibió, reviso y probo sr. Víctor Hugo Corichis Méndez firmando de conformidad. Serie: DP201759085.","1760","37"
"3534","6/7/2019 17:09:34.993471+00","COSTO DE TARJETA $1990 / COSTO DE MOTOR $1990  - TOTAL $3,980- REVISIÓN $570 / $3,410","1749","11"
"3533","6/7/2019 00:07:43.548466+00","Favor de notificar que procederá  con este servicio, el cliente reclama solución ¡","1721","31"
"3532","4/7/2019 23:00:22.636892+00","ya se le notifico a técnico ","1706","11"
"3531","4/7/2019 21:17:31.683775+00","Recibí $650.00","1762","12"
"3530","4/7/2019 21:16:38.493103+00","Recibí $370.00","1764","12"
"3529","4/7/2019 21:15:45.020692+00","Recibí $570.00","1761","12"
"3528","4/7/2019 21:14:54.472397+00","Recibo $ 370.00","1737","12"
"3527","4/7/2019 13:37:02.992974+00","se arma equipo, se cobran 570 pesos ","1763","63"
"3526","4/7/2019 04:58:42.164991+00","Los cables de la tarjeta están quemados cambiar también los cables","1764","52"
"3525","4/7/2019 03:59:58.334863+00","Se checo caminadora mal tarjeta de control se quemó modelo LX360 serie N14110415 checar el equipo funcionando se tomó taxi 50 pesos","1764","52"
"3524","4/7/2019 03:58:05.183799+00","Modelo HMTL51105 serie U01131947 se ajustó banda de motor y se le dio mantenimiento se deja funcionando OK","1762","52"
"3523","4/7/2019 03:56:43.065616+00","Modelo YK-B16G armado se deja funcionando OK se pago parquímetro 14 pesos ","1761","52"
"3522","3/7/2019 22:50:35.533264+00","Se realizó el 3-07-19. Se requiere las siguientes refacciones. # pza. 13 motor DC. Esta pegado no gira. # pza. 40 tarjeta controlador. No prende.
","1749","37"
"3521","3/7/2019 17:17:36.029015+00","PIEZA SOLICITADA","1593","11"
"3520","3/7/2019 17:12:33.133406+00","LA PIEZA YA LE LLEGO A CLIENTE
","1657","11"
"3519","3/7/2019 05:14:23.75177+00","Modelo MTDP-HC503BA se checo caminadora faltan tornillos 2 de la pieza 21 (2) pieza35 (1) pza22 (1)pieza22 (1)PIEZA 35 (2) pieza 33 pendientes piezas","1737","52"
"3518","3/7/2019 04:16:31.605436+00","se revisa equipo, cliente quiere que se le agregue mas tensión al equipo, se le informa que los equipos así son, ya que no es un equipo grande y solamente tiene una banda acolchonada que da tension pero es minima por diseño, cliente queda conforme y dice que nunca probaron que tanta resistencia tenia la maquina, tienen 2 maquinas y se le informa que no se les puede adaptar nada y queda conforme, como nota, las tiene en un gym pequeño.","1756","63"
"3517","3/7/2019 04:09:57.979249+00","se revisa equipo, dañado monitor, se dejo cotización que me dio clara. se cobran 470 pesos de revisión, se gastan 70 pesos de camiones. ","1753","63"
"3516","1/7/2019 21:56:21.332451+00","Recibí $570.00","1755","12"
"3515","1/7/2019 21:55:47.212067+00","Recibí $370","1671","12"
"3514","1/7/2019 18:43:11.06944+00","Recibí $3,050.00","1702","12"
"3513","1/7/2019 18:42:32.63207+00","Recibí $750.00","1743","12"
"3512","1/7/2019 18:42:01.85827+00","Recibo $370. 20/06/19
","1684","12"
"3511","1/7/2019 16:36:54.65045+00","pagado","1196","11"
"3510","1/7/2019 15:45:45.576988+00","Se realizó el 28-06-19, cambio de rodillo. Recibió y revisó sra. María Teresa Navarrete Álvarez firmando de conformidad.","1696","37"
"3509","1/7/2019 13:49:07.907108+00","se arma caminadora yk-031431  se cobran 570 pesos ","1747","63"
"3508","1/7/2019 13:48:13.106314+00","cambiar banda de tracción y polea de giro, la que va soldada a masa ya que esta rota ","1738","63"
"3507","28/6/2019 21:31:53.104961+00","se concluye orden por falta de respuesta de cliente e información. ","1572","11"
"3506","28/6/2019 19:10:31.267855+00","jose luis , por favor tu apoyo para dar seguimiento y visitar a cliente ","1752","11"
"3505","28/6/2019 14:20:14.283902+00","SE LLAMA A CLIENTE Y NO CONTESTA ","1698","11"
"3504","28/6/2019 14:19:23.206747+00","SOLO SE DIO ASESORÍA TELEFÓNICA Y SE ENVÍO PIEZA , SERVICIO CONCLUIDO.
 ","1699","11"
"3503","28/6/2019 14:19:15.689775+00","SOLO SE DIO ASESORÍA TELEFÓNICA Y SE ENVÍO PIEZA , SERVICIO CONCLUIDO.
 ","1699","11"
"3502","28/6/2019 11:05:26.69491+00","Mantenimiento se cobran 750 pesos, para el siguiente mantenimiento se tienen que cambiar separadores de estructura ya que se están rompiendo ","1743","63"
