"156","chetumal - 79","chetumal - 79","chetumal - 79","01 983 835 10 00/983 835 10 70","2"
"157","playa del carmen - 307","playa del carmen - 307","playa del carmen - 307","01 (984) 206 44 00 fax:(984) 206 44 70","2"
"158","f. f. san luis potosi - 36","f. f. san luis potosi - 36","f. f. san luis potosi - 36","01 44 48 34 19 00/44 48 34 19 70","2"
"159","san luis potosi - 136","san luis potosi - 136","san luis potosi - 136","01 44 48 26 48 00","2"
"160","los mochis - 305","los mochis - 305","los mochis - 305","01 668 816 78 00","2"
"161","culiacan - 46","culiacan - 46","culiacan - 46","01 66 77 59 28 00/ fax 66 77 59 28 70","2"
"162","f. f. mazatlan centro - 55","f. f. mazatlan centro - 55","f. f. mazatlan centro - 55","01 66 99 89 08 00/66 99 89 08 74","2"
"163","marina mazatlan - 117","marina mazatlan - 117","marina mazatlan - 117","01 66 99 89 19 00 ","2"
"164","hermosillo - 50","hermosillo - 50","hermosillo - 50","01 662 289 28 00/fax 662 289 28 70","2"
"165","ff. cd obregon - 60","ff. cd obregon - 60","ff. cd obregon - 60","tel 01644 4-10-58-00","2"
"166","f. f. villahermosa - 12 ","f. f. villahermosa - 12 ","f. f. villahermosa - 12 ","01 99 33 10 60 00/ 99 33 10 60 70","2"
"167","villahermosa - 21","villahermosa - 21","villahermosa - 21","01 993  310 77 00/ fax 01 993 310 77 77","2"
"545","av. reforma - 3091","av. reforma - 3091","av. reforma - 3091","01 (867) 717 0837  ","3"
"168","villahermosa altabrisa - 134","villahermosa altabrisa - 134","villahermosa altabrisa - 134","01 993 310 69 00 ","2"
"169","tampico - 41","tampico - 41","tampico - 41","01 833 229 36 00/fax 01 833 229 36 97","2"
"170","cd. victoria - 126","cd. victoria - 126","cd. victoria - 126","01834-153-11-00","2"
"171","metepec - 74","metepec - 74","metepec - 74","01 722 2 76 27 00/fax 722 276 27 70","2"
"172","veracruz - 73","veracruz - 73","veracruz - 73","01 229 989 24 00/fax 229 989 24 70","2"
"174","xalapa - 82","xalapa - 82","xalapa - 82","01 228 141 11 00/fax 01 228 141 11 70","2"
"175","coatzacoalcos - 85","coatzacoalcos - 85","coatzacoalcos - 85","01 921 211 70 00/fax 01 921 211 70 70","2"
"176","f. f. xalapa -10","f. f. xalapa -10","f. f. xalapa -10"," 01 228 842 22 00/fax 01 228 8422270","2"
"177","f. f. cordoba - 11","f. f. cordoba - 11","f. f. cordoba - 11","01 27 17 17 20 00/ 27 17 17 20 80","2"
"178","f. f. coatzacoalcos - 16","f. f. coatzacoalcos - 16","f. f. coatzacoalcos - 16","01 92 12 11 70 00/92 12 11 70 70","2"
"179","f. f. poza rica - 17","f. f. poza rica - 17","f. f. poza rica - 17","01 78 28 26 23 00/78 28 26 23 70","2"
"180","f. f. veracruz  - 28","f. f. veracruz  - 28","f. f. veracruz  - 28","01 22 99 89 40 00/22 99 89 40 70","2"
"181","orizaba - 121","orizaba - 121","orizaba - 121","01 272 728 12 00/fax  01 272 728 12 70","2"
"182","tuxpan - 169","tuxpan - 169","tuxpan - 169","tel:(783) 102 37 00 
fax:(783) 102 37 70 ","2"
"183","merida - 76","merida - 76","merida - 76","01 999 9 42 72 00/fax 999 942 72 70","2"
"184","zacatecas - 127","zacatecas - 127","zacatecas - 127","01 492  491 80 00/ fax 01 491  80 70","2"
"186","santa monica - 4985","santa monica - 4985","santa monica - 4985","01 449 918 40 39   o9  16 ext 124 ","4"
"187","mexicali - 4728","mexicali - 4728","mexicali - 4728","(01 686) conm. 592 11 48  gcia. 561 49 73  dir 592 12 41  fax 561 49 73","4"
"188","tijuana - 6523","tijuana - 6523","tijuana - 6523","(01 664) conm. 634 69 79 gcia. 634 68 16 dir 634 68 17 ","4"
"189","macro plaza - 4982","macro plaza - 4982","macro plaza - 4982","01 664 625 15 41","4"
"190","ensenada - 6261","ensenada - 6261","ensenada - 6261","01 (646) 177-6292","4"
"191","la paz (cola de ballena) - 4981","la paz (cola de ballena) - 4981","la paz (cola de ballena) - 4981","01 612  124 23 26 y/o 124-23-24","4"
"732","ff saltillo - 159",,,,"2"
"745","f. zupamgo - 196",,,,"2"
"757","toluca sendero - 193",,,,"2"
"194","cd. del carmen -4935","cd. del carmen -4935","cd. del carmen -4935","01 938) 286-12-16  ","4"
"195","tuxtla gtz. - 6563","tuxtla gtz. - 6563","tuxtla gtz. - 6563","(01 961) conm. 615 77 30  gcia. 615 77 32  fax 615 77 31 y 33","4"
"196","tapachula libramiento - 4914","tapachula libramiento - 4914","tapachula libramiento - 4914","(01 962) 628 28 80  ger 628 28 81  fax ext 628 28 84 al 89","4"
"197","comitan  - 4969","comitan  - 4969","comitan  - 4969","01 963 6329434","4"
"198","san cristobal de las casas - 4992","san cristobal de las casas - 4992","san cristobal de las casas - 4992","01 967 6317555","4"
"199","albino corzo - 6248","albino corzo - 6248","albino corzo - 6248","01-961 12 12 893 y/o 121 29 10","4"
"200","cd. juarez -6584","cd. juarez -6584","cd. juarez -6584","(01 656) conm. 629 09 07 gcia y fax 618 53 52 ","4"
"201","chihuahua -8240","chihuahua -8240","chihuahua -8240","(01 614) conm. 429 13 00 dir. 423 13 46 fax ext 114 y 129 ","4"
"202","homero - 4999","homero - 4999","homero - 4999","(01 614) 484-82-43 y/o 142-32-92","4"
"203","hidalgo del parral - 6551","hidalgo del parral - 6551","hidalgo del parral - 6551","01 627 523 6243 y/o 523-57-32","4"
"204","cd cuauhtemoc - 6234","cd cuauhtemoc - 6234","cd cuauhtemoc - 6234","01 (614) 581-42-14 ","4"
"205","delicias - 6249","delicias - 6249","delicias - 6249","01 (639)4723077 y/o 474 65 81","4"
"207","torreon - 6470","torreon - 6470","torreon - 6470","(01 871) conm. 732 09 48 gcia. 732 09 47 dir. 732 11 01 fax ext 124","4"
"208","monclova - 6260 ","monclova - 6260 ","monclova - 6260 ","01 (866) 105-2441      ","4"
"209","colima - 4913","colima - 4913","colima - 4913","(01 312) conm 323 51 72 gcia 323 52 19 dir 323 51 74 fax 323 51 76","4"
"210","manzanillo - 6279","manzanillo - 6279","manzanillo - 6279","01 (314) 333-8261 ","4"
"211","acoxpa - 4910","acoxpa - 4910","acoxpa - 4910","conm 56 79 32 15  y/o 56 79 36 03 ger 56 79 31 97 56 79 31 94","4"
"212","universidad - 6224 ","universidad - 6224 ","universidad - 6224 ","conm 56 04 08 75 ger 5688 8722 ext 114 y 125 fax ext 142 ","4"
"213","san jeronimo - 6393","san jeronimo - 6393","san jeronimo - 6393","(01 55) 55-68-06-81  ","4"
"214","santa fe - 8124","santa fe - 8124","santa fe - 8124","conm. 52 57 98 00  gcia. 52 92 19 02  fax ext 119","4"
"215","polanco - 6390","polanco - 6390","polanco - 6390","conm. 55 45 63 00 al 04  gcia. 55 45 72 99  fax 55 45 72 98","4"
"216","plaza oriente - 6394","plaza oriente - 6394","plaza oriente - 6394","conm. 56 00 92 13  gcia ext 114 y 125  fax ext 140","4"
"217","toreo - 6264","toreo - 6264","toreo - 6264","conm. 55 57 37 17 y/ 0 55-57-45-43  ger 55 57 38 17  fax 55 57 38 17","4"
"218","tepeyac - 4901","tepeyac - 4901","tepeyac - 4901","conm 57 59 85 33  57392928 ext 124 ger 57 39 29 26  fax 57 39 29 26 044-55-91-89-15-36","4"
"219","calz zaragoza - 6205","calz zaragoza - 6205","calz zaragoza - 6205","01 (55) 51-15-66-37  ","4"
"220","el rosario - 4975","el rosario - 4975","el rosario - 4975","01-55-91-27-10-43","4"
"221","cuemanco - 6285","cuemanco - 6285","cuemanco - 6285","01 (55) 5481-9183","4"
"222","nicolas romero - 6282","nicolas romero - 6282","nicolas romero - 6282","01 (552) 210-9167","4"
"223","patio santa fe - 4989","patio santa fe - 4989","patio santa fe - 4989","01 (55) 5292-6609","4"
"225","durango - 6236","durango - 6236","durango - 6236","(01 618) conm. 813 90 70  ger ext 125  dir 813 90 49  fax 812 95 49 ","4"
"226","el eden  - 6300","el eden  - 6300","el eden  - 6300","01 (618) 826-0421 ","4"
"227","multiplaza aragon - 6247","multiplaza aragon - 6247","multiplaza aragon - 6247","57751985 o 3511","4"
"228","lomas verdes - 4879","lomas verdes - 4879","lomas verdes - 4879","conm 53 49 34 73 y 74  gcia 53 49 34 75 ext 125","4"
"229","las américas - 4934","las américas - 4934","las américas - 4934","(01 55) conm. 24 86 40 30   24 86-40-44 ext. 114 y 125  fax ext. 114","4"
"230","cuautitlán  izcalli - 6207","cuautitlán  izcalli - 6207","cuautitlán  izcalli - 6207","conm. 58687250 al 52  gcia. 58 68 46 69  fax 58 68 46 64 ext 142 y 121   58687246","4"
"231","satelite - 6391","satelite - 6391","satelite - 6391","conm. 53 25 09 26  ger 53 98 22 73  fax ext 136  124  119 y 105 ","4"
"232","coacalco - 4805","coacalco - 4805","coacalco - 4805","conm. 10 39 04 04 al 19  gcia. 58 98 47 47  fax ext 114  137  146  124","4"
"233","cd. jardin -4954","cd. jardin -4954","cd. jardin -4954","(01 55) 57 35 53 17 ","4"
"234","hiper plaza texcoco - 4968","hiper plaza texcoco - 4968","hiper plaza texcoco - 4968","(01 595) 92 50 617  y/o 9250475  925-05-03","4"
"235","ixtapaluca - 4958","ixtapaluca - 4958","ixtapaluca - 4958","(01 55) 25-96-91-10 ","4"
"236","periferico- cuautitlan - 4986","periferico- cuautitlan - 4986","periferico- cuautitlan - 4986","(01 55) 22-39-51-05 ","4"
"237","santa elena - 4979","santa elena - 4979","santa elena - 4979","(01 55)22-92-21-54 ext 120  o 121","4"
"238","tecamac - 4960","tecamac - 4960","tecamac - 4960","(01 55) 1383 9707 y 1383 9709","4"
"239","toltecas - 4970 ","toltecas - 4970 ","toltecas - 4970 ","(01 55) 16-65-60-21  ","4"
"240","lago de guadalupe - 4961","lago de guadalupe - 4961","lago de guadalupe - 4961","(01 55) 53-05-49-90 o 06","4"
"241","zumpango - 4984","zumpango - 4984","zumpango - 4984","01-591-9185958 ","4"
"242","ecatepec - 6232","ecatepec - 6232","ecatepec - 6232","01 (55) 1550-5013","4"
"245","rios de los remedios - 6287","rios de los remedios - 6287","rios de los remedios - 6287","01 (55) 5481-9128 ","4"
"246","irapuato - 6223","irapuato - 6223","irapuato - 6223","(01 462) conm. 690 00 04 al 13 gcia. 625 55 98 fax ext 136 y 124","4"
"247","leon clouthier - 6513 ","leon clouthier - 6513 ","leon clouthier - 6513 ","(01 477) conm 781 09 43 ger 781 01 30 fax ext 126 y 122  781 00 73","4"
"248","lopez mateos - 4877","lopez mateos - 4877","lopez mateos - 4877","(01 477) conm 711 45 05  ger 711 55 37 fax 711 55 37","4"
"249","celaya  irrigacion - 4977","celaya  irrigacion - 4977","celaya  irrigacion - 4977","(01 461) 608-76-87  y/o 611 48 46","4"
"250","salamanca - 6289","salamanca - 6289","salamanca - 6289","01 (464)-113-0585 ","4"
"251","chilpancingo - 4937","chilpancingo - 4937","chilpancingo - 4937","(01 747) conm 116 00 09  01747-11-60-013  ger 116 00 08  (01 747) 116-00-06 y/o 11   ext 125","4"
"252","acapulco diamante - 4949","acapulco diamante - 4949","acapulco diamante - 4949","(01 744) conm 466 39 67 y/o  466-25-49 ger 466 39 70 fax 488 52 73","4"
"733","f buenavista - 164",,,,"2"
"746","texcoco -197",,,,"2"
